event_id,session_id,user_id,product_id,order_id,event_time,event_type
61,17,6,11,,2025-05-05 17:04:10,add_to_cart
62,18,6,9,,2025-03-27 01:55:10,view_item
63,18,6,6,,2025-03-27 01:56:10,view_item
64,18,6,13,,2025-03-27 01:53:10,view_item
65,19,6,16,,2025-06-05 23:56:10,view_item
66,19,6,10,,2025-06-05 23:55:10,view_item
67,19,6,1,,2025-06-05 23:56:10,view_item
68,20,6,12,,2025-05-24 01:57:10,view_item
69,20,6,12,,2025-05-24 01:58:10,add_to_cart
70,21,6,4,,2025-04-20 13:56:10,view_item
71,21,6,6,,2025-04-20 13:54:10,view_item
72,21,6,4,,2025-04-20 14:03:10,add_to_cart
73,22,7,1,,2025-11-26 16:14:12,view_item
74,22,7,15,,2025-11-26 16:16:12,view_item
75,22,7,12,,2025-11-26 16:14:12,view_item
76,22,7,15,,2025-11-26 16:19:12,add_to_cart
77,22,7,15,7,2025-11-26 16:27:12,purchase
78,23,7,4,,2026-02-03 14:18:12,view_item
79,23,7,3,,2026-02-03 14:17:12,view_item
80,23,7,6,,2026-02-03 14:17:12,view_item
81,23,7,15,,2026-02-03 14:14:12,view_item
82,24,7,16,,2025-11-27 13:17:12,view_item
83,24,7,11,,2025-11-27 13:16:12,view_item
84,24,7,11,,2025-11-27 13:20:12,add_to_cart
85,24,7,11,8,2025-11-27 13:26:12,purchase
86,25,8,7,,2026-02-02 07:25:57,view_item
87,25,8,12,,2026-02-02 07:25:57,view_item
88,26,8,7,,2026-01-24 17:25:57,view_item
89,27,8,13,,2026-01-13 02:27:57,view_item
90,27,8,4,,2026-01-13 02:26:57,view_item
91,27,8,8,,2026-01-13 02:29:57,view_item
92,27,8,2,,2026-01-13 02:29:57,view_item
93,28,8,10,,2025-12-30 11:26:57,view_item
94,28,8,12,,2025-12-30 11:29:57,view_item
95,28,8,8,,2025-12-30 11:25:57,view_item
96,29,8,12,,2026-03-24 15:28:57,view_item
97,29,8,7,,2026-03-24 15:29:57,view_item
98,30,8,7,,2026-01-04 22:26:57,view_item
99,30,8,2,,2026-01-04 22:27:57,view_item
100,30,8,5,,2026-01-04 22:29:57,view_item
101,30,8,16,,2026-01-04 22:25:57,view_item
102,30,8,7,,2026-01-04 22:35:57,add_to_cart
103,30,8,7,9,2026-01-04 22:37:57,purchase
104,31,8,16,,2026-01-12 00:29:57,view_item
105,32,9,4,,2025-10-08 02:19:43,view_item
106,32,9,15,,2025-10-08 02:21:43,view_item
107,32,9,9,,2025-10-08 02:22:43,view_item
108,32,9,15,,2025-10-08 02:28:43,add_to_cart
109,32,9,15,10,2025-10-08 02:35:43,purchase
110,33,10,4,,2025-03-06 09:46:54,view_item
111,33,10,1,,2025-03-06 09:46:54,view_item
112,33,10,11,,2025-03-06 09:44:54,view_item
113,33,10,1,,2025-03-06 09:49:54,add_to_cart
114,34,10,14,,2025-03-14 09:44:54,view_item
115,34,10,2,,2025-03-14 09:43:54,view_item
116,34,10,11,,2025-03-14 09:44:54,view_item
117,34,10,1,,2025-03-14 09:43:54,view_item
118,34,10,14,,2025-03-14 09:52:54,add_to_cart
119,34,10,14,11,2025-03-14 09:55:54,purchase
120,35,10,13,,2025-03-02 01:46:54,view_item
121,35,10,7,,2025-03-02 01:43:54,view_item
122,35,10,7,,2025-03-02 01:51:54,add_to_cart
123,35,10,7,12,2025-03-02 01:56:54,purchase
124,36,10,4,,2025-04-16 02:44:54,view_item
125,37,10,10,,2025-02-22 13:44:54,view_item
126,37,10,14,,2025-02-22 13:45:54,view_item
127,37,10,12,,2025-02-22 13:43:54,view_item
128,37,10,4,,2025-02-22 13:44:54,view_item
129,37,10,4,,2025-02-22 13:49:54,add_to_cart
130,38,11,14,,2025-03-20 21:05:45,view_item
131,38,11,6,,2025-03-20 21:03:45,view_item
132,38,11,1,,2025-03-20 21:04:45,view_item
133,38,11,3,,2025-03-20 21:03:45,view_item
134,39,11,1,,2025-05-01 13:06:45,view_item
135,39,11,8,,2025-05-01 13:03:45,view_item
136,39,11,14,,2025-05-01 13:03:45,view_item
137,39,11,4,,2025-05-01 13:03:45,view_item
138,40,11,8,,2025-03-20 06:04:45,view_item
139,40,11,9,,2025-03-20 06:04:45,view_item
140,40,11,15,,2025-03-20 06:03:45,view_item
141,40,11,15,,2025-03-20 06:10:45,add_to_cart
142,40,11,15,13,2025-03-20 06:17:45,purchase
143,41,11,12,,2025-04-13 02:05:45,view_item
144,41,11,8,,2025-04-13 02:05:45,view_item
145,41,11,1,,2025-04-13 02:05:45,view_item
146,42,11,4,,2025-04-01 14:03:45,view_item
147,42,11,5,,2025-04-01 14:04:45,view_item
148,42,11,11,,2025-04-01 14:06:45,view_item
149,42,11,9,,2025-04-01 14:04:45,view_item
150,43,11,12,,2025-04-05 15:03:45,view_item
151,43,11,8,,2025-04-05 15:04:45,view_item
152,44,11,12,,2025-03-12 01:04:45,view_item
153,44,11,4,,2025-03-12 01:06:45,view_item
154,44,11,16,,2025-03-12 01:03:45,view_item
155,44,11,2,,2025-03-12 01:05:45,view_item
156,45,12,6,,2025-08-29 01:33:44,view_item
157,45,12,5,,2025-08-29 01:34:44,view_item
158,45,12,11,,2025-08-29 01:35:44,view_item
159,45,12,16,,2025-08-29 01:34:44,view_item
160,46,12,10,,2025-11-03 20:35:44,view_item
161,46,12,4,,2025-11-03 20:35:44,view_item
162,46,12,1,,2025-11-03 20:33:44,view_item
163,47,12,14,,2025-09-07 17:34:44,view_item
164,48,13,10,,2025-07-27 16:38:38,view_item
165,48,13,2,,2025-07-27 16:36:38,view_item
166,48,13,1,,2025-07-27 16:38:38,view_item
167,49,14,6,,2026-02-20 03:59:57,view_item
168,49,14,5,,2026-02-20 03:57:57,view_item
169,49,14,8,,2026-02-20 03:59:57,view_item
170,49,14,6,,2026-02-20 04:03:57,add_to_cart
171,49,14,6,14,2026-02-20 04:06:57,purchase
172,50,14,14,,2026-02-07 01:59:57,view_item
173,51,14,2,,2025-11-26 09:59:57,view_item
174,51,14,2,,2025-11-26 10:08:57,add_to_cart
175,52,14,3,,2026-01-19 11:59:57,view_item
176,52,14,12,,2026-01-19 11:58:57,view_item
177,53,14,14,,2025-12-09 08:57:57,view_item
178,53,14,10,,2025-12-09 08:59:57,view_item
179,53,14,10,,2025-12-09 09:04:57,add_to_cart
180,53,14,10,15,2025-12-09 09:12:57,purchase
181,54,14,10,,2025-12-16 01:58:57,view_item
182,54,14,16,,2025-12-16 02:01:57,view_item
183,54,14,5,,2025-12-16 02:00:57,view_item
184,55,15,5,,2025-03-30 16:57:21,view_item
185,55,15,11,,2025-03-30 16:58:21,view_item
186,55,15,13,,2025-03-30 16:57:21,view_item
187,56,15,10,,2025-03-21 21:56:21,view_item
188,56,15,5,,2025-03-21 21:58:21,view_item
189,57,15,6,,2025-02-19 00:56:21,view_item
190,57,15,7,,2025-02-19 00:57:21,view_item
191,57,15,13,,2025-02-19 01:00:21,view_item
192,57,15,15,,2025-02-19 00:59:21,view_item
193,58,15,15,,2025-02-14 17:59:21,view_item
194,58,15,6,,2025-02-14 17:59:21,view_item
195,58,15,7,,2025-02-14 17:59:21,view_item
196,59,15,14,,2025-04-14 23:56:21,view_item
197,60,15,8,,2025-03-31 05:58:21,view_item
198,60,15,10,,2025-03-31 05:57:21,view_item
199,60,15,9,,2025-03-31 06:00:21,view_item
200,61,15,2,,2025-02-02 18:59:21,view_item
201,61,15,13,,2025-02-02 18:57:21,view_item
202,61,15,14,,2025-02-02 18:59:21,view_item
203,62,16,15,,2025-07-26 21:34:23,view_item
204,62,16,14,,2025-07-26 21:36:23,view_item
205,62,16,1,,2025-07-26 21:34:23,view_item
206,62,16,2,,2025-07-26 21:36:23,view_item
207,63,16,16,,2025-07-05 11:34:23,view_item
208,63,16,12,,2025-07-05 11:34:23,view_item
209,63,16,6,,2025-07-05 11:38:23,view_item
210,64,16,7,,2025-07-22 13:38:23,view_item
211,64,16,7,,2025-07-22 13:40:23,add_to_cart
212,64,16,7,16,2025-07-22 13:44:23,purchase
213,65,17,7,,2025-12-01 01:50:02,view_item
214,65,17,2,,2025-12-01 01:53:02,view_item
215,65,17,15,,2025-12-01 01:49:02,view_item
216,65,17,1,,2025-12-01 01:53:02,view_item
217,65,17,2,,2025-12-01 01:54:02,add_to_cart
218,65,17,2,17,2025-12-01 02:04:02,purchase
219,66,17,10,,2025-12-05 15:52:02,view_item
220,67,17,8,,2025-11-27 02:53:02,view_item
221,67,17,14,,2025-11-27 02:51:02,view_item
222,68,17,4,,2025-11-21 08:49:02,view_item
223,68,17,7,,2025-11-21 08:50:02,view_item
224,68,17,3,,2025-11-21 08:50:02,view_item
225,68,17,11,,2025-11-21 08:50:02,view_item
226,68,17,7,,2025-11-21 08:57:02,add_to_cart
227,68,17,7,18,2025-11-21 09:03:02,purchase
228,69,17,9,,2025-12-02 01:49:02,view_item
229,69,17,7,,2025-12-02 01:52:02,view_item
230,69,17,15,,2025-12-02 01:52:02,view_item
231,70,17,1,,2025-10-29 14:52:02,view_item
232,70,17,5,,2025-10-29 14:49:02,view_item
233,71,17,10,,2025-11-21 00:49:02,view_item
234,72,17,2,,2025-12-29 19:52:02,view_item
235,72,17,15,,2025-12-29 19:52:02,view_item
236,72,17,6,,2025-12-29 19:51:02,view_item
237,72,17,3,,2025-12-29 19:49:02,view_item
238,73,18,7,,2026-01-15 10:23:56,view_item
239,73,18,6,,2026-01-15 10:22:56,view_item
240,73,18,12,,2026-01-15 10:23:56,view_item
241,73,18,12,,2026-01-15 10:25:56,add_to_cart
242,73,18,12,19,2026-01-15 10:32:56,purchase
243,74,18,13,,2026-03-15 03:22:56,view_item
244,74,18,2,,2026-03-15 03:22:56,view_item
245,74,18,14,,2026-03-15 03:22:56,view_item
246,75,18,9,,2026-03-16 14:21:56,view_item
247,75,18,3,,2026-03-16 14:23:56,view_item
248,76,19,13,,2025-04-18 13:21:13,view_item
249,76,19,2,,2025-04-18 13:22:13,view_item
250,76,19,1,,2025-04-18 13:22:13,view_item
251,76,19,13,,2025-04-18 13:29:13,add_to_cart
252,77,19,11,,2025-03-16 12:22:13,view_item
253,77,19,13,,2025-03-16 12:21:13,view_item
254,77,19,4,,2025-03-16 12:22:13,view_item
255,77,19,15,,2025-03-16 12:24:13,view_item
256,78,19,3,,2025-02-16 08:21:13,view_item
257,78,19,1,,2025-02-16 08:21:13,view_item
258,78,19,10,,2025-02-16 08:21:13,view_item
259,78,19,5,,2025-02-16 08:24:13,view_item
260,79,20,6,,2025-08-23 06:59:06,view_item
261,79,20,6,,2025-08-23 07:05:06,add_to_cart
262,79,20,6,20,2025-08-23 07:15:06,purchase
263,80,20,15,,2025-10-02 09:58:06,view_item
264,80,20,11,,2025-10-02 09:58:06,view_item
265,80,20,5,,2025-10-02 10:00:06,view_item
266,80,20,4,,2025-10-02 10:01:06,view_item
267,81,20,3,,2025-10-03 12:57:06,view_item
268,81,20,10,,2025-10-03 12:57:06,view_item
269,81,20,3,,2025-10-03 13:02:06,add_to_cart
270,81,20,3,21,2025-10-03 13:10:06,purchase
271,82,20,16,,2025-08-27 14:58:06,view_item
272,82,20,4,,2025-08-27 15:01:06,view_item
273,83,21,12,,2025-08-18 12:28:20,view_item
274,83,21,10,,2025-08-18 12:27:20,view_item
275,83,21,9,,2025-08-18 12:30:20,view_item
276,84,21,3,,2025-09-20 18:31:20,view_item
277,84,21,10,,2025-09-20 18:29:20,view_item
278,84,21,2,,2025-09-20 18:27:20,view_item
279,84,21,16,,2025-09-20 18:27:20,view_item
280,85,21,11,,2025-10-17 23:27:20,view_item
281,85,21,11,,2025-10-17 23:38:20,add_to_cart
282,85,21,11,22,2025-10-17 23:45:20,purchase
283,86,22,8,,2025-03-02 12:49:29,view_item
284,87,22,13,,2025-04-17 03:49:29,view_item
285,87,22,10,,2025-04-17 03:45:29,view_item
286,87,22,1,,2025-04-17 03:49:29,view_item
287,88,22,1,,2025-05-15 00:48:29,view_item
288,88,22,16,,2025-05-15 00:47:29,view_item
289,88,22,6,,2025-05-15 00:46:29,view_item
290,88,22,1,,2025-05-15 00:51:29,add_to_cart
291,88,22,1,23,2025-05-15 00:58:29,purchase
292,89,22,3,,2025-03-14 04:45:29,view_item
293,89,22,13,,2025-03-14 04:47:29,view_item
294,89,22,10,,2025-03-14 04:45:29,view_item
295,89,22,14,,2025-03-14 04:48:29,view_item
296,90,22,16,,2025-04-02 16:46:29,view_item
297,90,22,16,,2025-04-02 16:50:29,add_to_cart
298,90,22,16,24,2025-04-02 17:00:29,purchase
299,91,22,10,,2025-03-08 06:45:29,view_item
300,91,22,13,,2025-03-08 06:45:29,view_item
301,91,22,14,,2025-03-08 06:45:29,view_item
302,91,22,4,,2025-03-08 06:46:29,view_item
303,92,23,1,,2025-09-24 10:52:02,view_item
304,92,23,9,,2025-09-24 10:52:02,view_item
305,92,23,8,,2025-09-24 10:50:02,view_item
306,92,23,16,,2025-09-24 10:52:02,view_item
307,93,23,4,,2025-08-24 04:49:02,view_item
308,93,23,8,,2025-08-24 04:53:02,view_item
309,94,23,12,,2025-09-24 12:52:02,view_item
310,94,23,4,,2025-09-24 12:49:02,view_item
311,94,23,6,,2025-09-24 12:50:02,view_item
312,94,23,6,,2025-09-24 12:54:02,add_to_cart
313,94,23,6,25,2025-09-24 13:04:02,purchase
314,95,23,2,,2025-08-26 08:49:02,view_item
315,95,23,16,,2025-08-26 08:50:02,view_item
316,96,23,2,,2025-08-27 19:53:02,view_item
317,96,23,6,,2025-08-27 19:50:02,view_item
318,96,23,15,,2025-08-27 19:51:02,view_item
319,96,23,6,,2025-08-27 19:57:02,add_to_cart
320,97,23,3,,2025-07-26 07:51:02,view_item
321,98,23,16,,2025-08-25 23:51:02,view_item
322,98,23,12,,2025-08-25 23:50:02,view_item
323,99,24,12,,2025-04-02 06:36:54,view_item
324,99,24,13,,2025-04-02 06:35:54,view_item
325,99,24,9,,2025-04-02 06:38:54,view_item
326,100,24,4,,2025-04-02 11:37:54,view_item
327,100,24,1,,2025-04-02 11:38:54,view_item
328,100,24,6,,2025-04-02 11:37:54,view_item
329,100,24,4,,2025-04-02 11:40:54,add_to_cart
330,101,24,10,,2025-04-19 22:38:54,view_item
331,101,24,12,,2025-04-19 22:35:54,view_item
332,101,24,10,,2025-04-19 22:39:54,add_to_cart
333,102,24,15,,2025-04-22 23:34:54,view_item
334,102,24,2,,2025-04-22 23:36:54,view_item
335,102,24,1,,2025-04-22 23:36:54,view_item
336,102,24,8,,2025-04-22 23:38:54,view_item
337,103,25,2,,2025-07-22 09:11:07,view_item
338,104,25,16,,2025-10-05 01:12:07,view_item
339,104,25,1,,2025-10-05 01:12:07,view_item
340,104,25,14,,2025-10-05 01:09:07,view_item
341,104,25,7,,2025-10-05 01:10:07,view_item
342,104,25,1,,2025-10-05 01:19:07,add_to_cart
343,104,25,1,26,2025-10-05 01:21:07,purchase
344,105,25,1,,2025-07-18 19:11:07,view_item
345,105,25,15,,2025-07-18 19:11:07,view_item
346,105,25,10,,2025-07-18 19:13:07,view_item
347,105,25,1,,2025-07-18 19:16:07,add_to_cart
348,106,25,14,,2025-08-19 02:09:07,view_item
349,106,25,13,,2025-08-19 02:09:07,view_item
350,106,25,12,,2025-08-19 02:13:07,view_item
351,106,25,16,,2025-08-19 02:12:07,view_item
352,107,25,15,,2025-08-21 23:13:07,view_item
353,107,25,7,,2025-08-21 23:13:07,view_item
354,107,25,10,,2025-08-21 23:11:07,view_item
355,107,25,7,,2025-08-21 23:17:07,add_to_cart
356,108,25,5,,2025-07-19 11:09:07,view_item
357,108,25,15,,2025-07-19 11:11:07,view_item
358,109,25,3,,2025-09-24 13:13:07,view_item
359,109,25,4,,2025-09-24 13:11:07,view_item
360,109,25,13,,2025-09-24 13:11:07,view_item
361,110,26,9,,2025-05-30 09:08:09,view_item
362,110,26,9,,2025-05-30 09:17:09,add_to_cart
363,111,27,4,,2025-11-12 10:22:33,view_item
364,112,27,9,,2025-11-18 15:23:33,view_item
365,112,27,14,,2025-11-18 15:23:33,view_item
366,112,27,3,,2025-11-18 15:20:33,view_item
367,113,27,2,,2026-01-02 08:24:33,view_item
368,113,27,6,,2026-01-02 08:21:33,view_item
369,113,27,8,,2026-01-02 08:23:33,view_item
370,113,27,11,,2026-01-02 08:20:33,view_item
371,114,27,9,,2026-01-15 18:24:33,view_item
372,115,27,15,,2025-11-04 10:21:33,view_item
373,115,27,15,,2025-11-04 10:27:33,add_to_cart
374,116,27,8,,2026-01-02 00:21:33,view_item
375,116,27,11,,2026-01-02 00:21:33,view_item
376,117,27,8,,2025-12-08 09:20:33,view_item
377,118,28,15,,2025-07-07 18:33:24,view_item
378,118,28,10,,2025-07-07 18:31:24,view_item
379,119,28,2,,2025-05-09 01:33:24,view_item
380,119,28,12,,2025-05-09 01:33:24,view_item
381,119,28,12,,2025-05-09 01:40:24,add_to_cart
382,120,28,12,,2025-05-05 18:31:24,view_item
383,120,28,2,,2025-05-05 18:35:24,view_item
384,121,28,8,,2025-06-13 01:32:24,view_item
385,121,28,8,,2025-06-13 01:42:24,add_to_cart
386,122,28,3,,2025-06-13 13:32:24,view_item
387,122,28,11,,2025-06-13 13:31:24,view_item
388,122,28,7,,2025-06-13 13:33:24,view_item
389,122,28,5,,2025-06-13 13:35:24,view_item
390,123,29,14,,2025-12-26 14:12:57,view_item
391,123,29,15,,2025-12-26 14:13:57,view_item
392,123,29,11,,2025-12-26 14:12:57,view_item
393,124,29,12,,2025-11-21 09:12:57,view_item
394,124,29,1,,2025-11-21 09:11:57,view_item
395,125,30,4,,2025-02-22 07:55:27,view_item
396,125,30,4,,2025-02-22 08:00:27,add_to_cart
397,126,30,7,,2025-03-22 06:55:27,view_item
398,126,30,16,,2025-03-22 06:51:27,view_item
399,126,30,14,,2025-03-22 06:52:27,view_item
400,127,30,3,,2025-02-24 03:52:27,view_item
401,128,30,4,,2025-02-27 20:51:27,view_item
402,128,30,14,,2025-02-27 20:55:27,view_item
403,128,30,9,,2025-02-27 20:54:27,view_item
404,128,30,13,,2025-02-27 20:55:27,view_item
405,129,30,9,,2025-04-10 17:55:27,view_item
406,129,30,4,,2025-04-10 17:53:27,view_item
407,129,30,14,,2025-04-10 17:52:27,view_item
408,129,30,4,,2025-04-10 17:57:27,add_to_cart
409,129,30,4,27,2025-04-10 18:00:27,purchase
410,130,30,12,,2025-02-24 11:55:27,view_item
411,130,30,2,,2025-02-24 11:51:27,view_item
412,130,30,6,,2025-02-24 11:53:27,view_item
413,130,30,9,,2025-02-24 11:54:27,view_item
414,131,30,14,,2025-04-26 20:55:27,view_item
415,131,30,4,,2025-04-26 20:52:27,view_item
416,131,30,10,,2025-04-26 20:54:27,view_item
417,131,30,3,,2025-04-26 20:55:27,view_item
418,132,30,10,,2025-03-19 14:51:27,view_item
419,132,30,6,,2025-03-19 14:51:27,view_item
420,132,30,15,,2025-03-19 14:54:27,view_item
421,133,31,16,,2025-08-22 04:41:33,view_item
422,133,31,11,,2025-08-22 04:41:33,view_item
423,134,31,6,,2025-10-30 09:40:33,view_item
424,135,31,4,,2025-09-02 02:43:33,view_item
425,135,31,3,,2025-09-02 02:40:33,view_item
426,135,31,14,,2025-09-02 02:41:33,view_item
427,135,31,1,,2025-09-02 02:40:33,view_item
428,135,31,1,,2025-09-02 02:48:33,add_to_cart
429,135,31,1,28,2025-09-02 02:56:33,purchase
430,136,31,11,,2025-09-13 18:42:33,view_item
431,137,31,2,,2025-10-10 14:40:33,view_item
432,138,31,15,,2025-09-12 08:43:33,view_item
433,138,31,16,,2025-09-12 08:43:33,view_item
434,138,31,7,,2025-09-12 08:42:33,view_item
435,139,31,6,,2025-09-19 22:44:33,view_item
436,139,31,12,,2025-09-19 22:44:33,view_item
437,139,31,6,,2025-09-19 22:49:33,add_to_cart
438,140,32,13,,2025-06-10 09:58:31,view_item
439,140,32,6,,2025-06-10 09:58:31,view_item
440,140,32,8,,2025-06-10 09:56:31,view_item
441,140,32,3,,2025-06-10 09:54:31,view_item
442,140,32,3,,2025-06-10 10:01:31,add_to_cart
443,140,32,3,29,2025-06-10 10:11:31,purchase
444,141,32,13,,2025-05-05 13:55:31,view_item
445,141,32,6,,2025-05-05 13:55:31,view_item
446,141,32,16,,2025-05-05 13:54:31,view_item
447,142,32,14,,2025-06-28 16:56:31,view_item
448,142,32,9,,2025-06-28 16:58:31,view_item
449,143,32,4,,2025-05-23 00:55:31,view_item
450,143,32,6,,2025-05-23 00:54:31,view_item
451,143,32,5,,2025-05-23 00:56:31,view_item
452,143,32,6,,2025-05-23 01:00:31,add_to_cart
453,144,32,9,,2025-04-18 15:54:31,view_item
454,144,32,10,,2025-04-18 15:55:31,view_item
455,144,32,13,,2025-04-18 15:56:31,view_item
456,144,32,9,,2025-04-18 16:03:31,add_to_cart
457,145,32,1,,2025-04-12 00:54:31,view_item
458,145,32,10,,2025-04-12 00:58:31,view_item
459,146,32,1,,2025-05-06 14:54:31,view_item
460,146,32,8,,2025-05-06 14:56:31,view_item
461,146,32,8,,2025-05-06 15:04:31,add_to_cart
462,146,32,8,30,2025-05-06 15:08:31,purchase
463,147,33,15,,2025-06-07 23:39:46,view_item
464,148,33,5,,2025-07-05 18:38:46,view_item
465,149,33,12,,2025-05-24 15:36:46,view_item
466,150,33,3,,2025-07-06 00:37:46,view_item
467,150,33,6,,2025-07-06 00:40:46,view_item
468,150,33,6,,2025-07-06 00:46:46,add_to_cart
469,151,33,11,,2025-06-08 13:36:46,view_item
470,152,34,7,,2025-05-09 19:54:54,view_item
471,152,34,14,,2025-05-09 19:54:54,view_item
472,152,34,9,,2025-05-09 19:55:54,view_item
473,152,34,14,,2025-05-09 20:05:54,add_to_cart
474,153,34,9,,2025-05-13 17:55:54,view_item
475,153,34,8,,2025-05-13 17:57:54,view_item
476,154,34,10,,2025-07-04 05:54:54,view_item
477,154,34,3,,2025-07-04 05:58:54,view_item
478,154,34,4,,2025-07-04 05:55:54,view_item
479,154,34,11,,2025-07-04 05:54:54,view_item
480,155,34,7,,2025-04-22 17:57:54,view_item
481,155,34,12,,2025-04-22 17:56:54,view_item
482,155,34,3,,2025-04-22 17:58:54,view_item
483,155,34,1,,2025-04-22 17:57:54,view_item
484,156,34,12,,2025-05-10 07:58:54,view_item
485,156,34,8,,2025-05-10 07:55:54,view_item
486,157,34,10,,2025-06-26 10:57:54,view_item
487,157,34,11,,2025-06-26 10:57:54,view_item
488,158,34,12,,2025-05-02 21:54:54,view_item
489,158,34,9,,2025-05-02 21:55:54,view_item
490,158,34,8,,2025-05-02 21:54:54,view_item
491,158,34,5,,2025-05-02 21:56:54,view_item
492,159,34,11,,2025-05-22 09:54:54,view_item
493,159,34,4,,2025-05-22 09:55:54,view_item
494,159,34,16,,2025-05-22 09:57:54,view_item
495,159,34,7,,2025-05-22 09:56:54,view_item
496,160,35,13,,2025-06-27 12:21:33,view_item
497,160,35,12,,2025-06-27 12:21:33,view_item
498,160,35,3,,2025-06-27 12:22:33,view_item
499,161,35,1,,2025-06-05 06:20:33,view_item
500,161,35,5,,2025-06-05 06:22:33,view_item
501,161,35,5,,2025-06-05 06:23:33,add_to_cart
502,162,36,9,,2025-02-17 19:01:03,view_item
503,162,36,11,,2025-02-17 19:01:03,view_item
504,162,36,6,,2025-02-17 19:01:03,view_item
505,163,36,2,,2025-01-29 02:59:03,view_item
506,163,36,5,,2025-01-29 03:00:03,view_item
507,163,36,8,,2025-01-29 02:58:03,view_item
508,163,36,5,,2025-01-29 03:04:03,add_to_cart
509,164,36,7,,2025-04-24 18:58:03,view_item
510,164,36,13,,2025-04-24 19:02:03,view_item
511,165,37,1,,2025-09-30 18:33:43,view_item
512,165,37,12,,2025-09-30 18:36:43,view_item
513,165,37,12,,2025-09-30 18:40:43,add_to_cart
514,166,37,2,,2025-10-23 06:37:43,view_item
515,166,37,2,,2025-10-23 06:39:43,add_to_cart
516,167,37,8,,2025-09-29 01:35:43,view_item
517,167,37,5,,2025-09-29 01:35:43,view_item
518,167,37,13,,2025-09-29 01:36:43,view_item
519,167,37,3,,2025-09-29 01:34:43,view_item
520,168,37,1,,2025-09-27 00:33:43,view_item
521,168,37,16,,2025-09-27 00:37:43,view_item
522,168,37,16,,2025-09-27 00:44:43,add_to_cart
523,168,37,16,31,2025-09-27 00:48:43,purchase
524,169,37,8,,2025-09-10 11:35:43,view_item
525,169,37,1,,2025-09-10 11:33:43,view_item
526,170,37,13,,2025-10-24 08:35:43,view_item
527,170,37,3,,2025-10-24 08:33:43,view_item
528,170,37,14,,2025-10-24 08:33:43,view_item
